window_start,asset,direction,min_ask,min_ask_time,max_ask,max_ask_time,first_below_04,last_below_04,first_back_above_045,retry_count
"2026/01/16 18:45","SOL","Up","0.51","2026/01/16 18:40:35","0.91","2026/01/16 18:51:00","","","","0"
"2026/01/16 18:45","SOL","Down","0.12","2026/01/16 18:49:39","0.51","2026/01/16 18:40:35","2026/01/16 18:45:18","2026/01/16 18:54:59","","0"
"2026/01/16 18:45","XRP","Up","0.4","2026/01/16 18:46:37","0.67","2026/01/16 18:44:58","2026/01/16 18:46:37","2026/01/16 18:54:59","2026/01/16 18:46:43","0"
"2026/01/16 18:45","XRP","Down","0.36","2026/01/16 18:45:09","0.95","2026/01/16 18:53:22","2026/01/16 18:43:55","2026/01/16 18:46:04","2026/01/16 18:44:33","0"
"2026/01/16 19:00","BTC","Up","0.29","2026/01/16 19:04:56","0.87","2026/01/16 19:09:23","2026/01/16 19:02:28","2026/01/16 19:06:00","2026/01/16 19:06:25","0"
"2026/01/16 19:00","BTC","Down","0.45","2026/01/16 18:58:38","0.73","2026/01/16 19:05:04","2026/01/16 19:07:08","2026/01/16 19:09:59","2026/01/16 19:09:34","0"
"2026/01/16 19:00","ETH","Up","0.38","2026/01/16 19:04:58","0.87","2026/01/16 19:09:31","2026/01/16 19:03:17","2026/01/16 19:05:52","2026/01/16 19:03:42","0"
"2026/01/16 19:00","ETH","Down","0.43","2026/01/16 18:58:10","0.67","2026/01/16 19:05:37","2026/01/16 19:06:26","2026/01/16 19:09:59","","0"
"2026/01/16 19:00","SOL","Up","0.45","2026/01/16 19:00:53","0.62","2026/01/16 19:06:49","2026/01/16 19:05:20","2026/01/16 19:09:59","2026/01/16 19:05:38","0"
"2026/01/16 19:00","SOL","Down","0.43","2026/01/16 19:02:22","0.77","2026/01/16 19:09:34","","","","0"
"2026/01/16 19:00","XRP","Up","0.43","2026/01/16 19:04:58","0.91","2026/01/16 19:07:57","","","","0"
"2026/01/16 19:00","XRP","Down","0.4","2026/01/16 19:00:05","0.59","2026/01/16 19:04:59","2026/01/16 19:00:05","2026/01/16 19:09:59","2026/01/16 19:00:06","0"
"2026/01/16 19:15","BTC","Up","0.36","2026/01/16 19:18:31","0.89","2026/01/16 19:24:29","2026/01/16 19:18:27","2026/01/16 19:18:38","2026/01/16 19:18:45","0"
"2026/01/16 19:15","BTC","Down","0.36","2026/01/16 19:15:39","0.65","2026/01/16 19:18:28","2026/01/16 19:15:26","2026/01/16 19:24:59","2026/01/16 19:16:14","0"
"2026/01/16 19:15","SOL","Up","0.49","2026/01/16 19:08:39","0.92","2026/01/16 19:24:50","","","","0"
"2026/01/16 19:15","SOL","Down","0.11","2026/01/16 19:19:37","0.52","2026/01/16 19:08:39","2026/01/16 19:15:40","2026/01/16 19:24:59","2026/01/16 19:16:17","0"
"2026/01/16 19:15","XRP","Up","0.36","2026/01/16 19:17:14","0.93","2026/01/16 19:24:28","2026/01/16 19:16:54","2026/01/16 19:17:46","2026/01/16 19:17:59","0"
"2026/01/16 19:15","XRP","Down","0.11","2026/01/16 19:19:50","0.67","2026/01/16 19:17:10","2026/01/16 19:18:50","2026/01/16 19:24:59","","0"
"2026/01/16 19:15","ETH","Up","0.19","2026/01/16 19:18:30","0.78","2026/01/16 19:20:11","2026/01/16 19:18:24","2026/01/16 19:18:36","2026/01/16 19:18:36","0"
"2026/01/16 19:15","ETH","Down","0.29","2026/01/16 19:19:51","0.82","2026/01/16 19:18:30","2026/01/16 19:15:28","2026/01/16 19:24:59","2026/01/16 19:16:14","0"
"2026/01/16 19:30","XRP","Up","0.31","2026/01/16 19:31:16","0.79","2026/01/16 19:34:42","2026/01/16 19:30:42","2026/01/16 19:37:44","2026/01/16 19:33:26","0"
"2026/01/16 19:30","XRP","Down","0.25","2026/01/16 19:34:39","0.72","2026/01/16 19:31:16","2026/01/16 19:34:34","2026/01/16 19:39:59","2026/01/16 19:37:04","0"
"2026/01/16 19:30","BTC","Up","0.33","2026/01/16 19:31:13","0.8","2026/01/16 19:35:58","2026/01/16 19:30:55","2026/01/16 19:31:43","2026/01/16 19:32:39","0"
"2026/01/16 19:30","BTC","Down","0.32","2026/01/16 19:34:49","0.68","2026/01/16 19:31:13","2026/01/16 19:34:31","2026/01/16 19:39:59","2026/01/16 19:37:30","0"
"2026/01/16 19:30","ETH","Up","0.26","2026/01/16 19:31:07","0.89","2026/01/16 19:39:04","2026/01/16 19:30:41","2026/01/16 19:34:32","2026/01/16 19:33:52","0"
"2026/01/16 19:30","ETH","Down","0.21","2026/01/16 19:34:42","0.75","2026/01/16 19:31:06","2026/01/16 19:34:32","2026/01/16 19:39:59","","0"
"2026/01/16 19:30","SOL","Up","0.21","2026/01/16 19:31:13","0.91","2026/01/16 19:36:08","2026/01/16 19:30:27","2026/01/16 19:31:44","2026/01/16 19:31:51","0"
"2026/01/16 19:30","SOL","Down","0.12","2026/01/16 19:34:41","0.81","2026/01/16 19:31:13","2026/01/16 19:34:37","2026/01/16 19:39:59","","0"
"2026/01/16 19:45","BTC","Up","0.47","2026/01/16 19:45:27","0.97","2026/01/16 19:53:42","","","","0"
"2026/01/16 19:45","BTC","Down","0.12","2026/01/16 19:47:49","0.54","2026/01/16 19:45:27","2026/01/16 19:46:49","2026/01/16 19:54:59","","0"
"2026/01/16 19:45","SOL","Up","0.42","2026/01/16 19:45:38","0.96","2026/01/16 19:52:51","","","","0"
"2026/01/16 19:45","SOL","Down","0.12","2026/01/16 19:47:49","0.6","2026/01/16 19:45:35","2026/01/16 19:46:28","2026/01/16 19:54:59","","0"
"2026/01/16 19:45","XRP","Up","0.46","2026/01/16 19:45:36","0.97","2026/01/16 19:52:05","","","","0"
"2026/01/16 19:45","XRP","Down","0.11","2026/01/16 19:48:35","0.55","2026/01/16 19:45:36","2026/01/16 19:46:30","2026/01/16 19:54:59","","0"
"2026/01/16 20:00","BTC","Up","0.42","2026/01/16 20:00:50","0.85","2026/01/16 20:07:26","","","","0"
"2026/01/16 20:00","BTC","Down","0.29","2026/01/16 20:03:43","0.59","2026/01/16 20:00:50","2026/01/16 20:03:43","2026/01/16 20:09:59","","0"
"2026/01/16 20:00","ETH","Up","0.37","2026/01/16 20:01:46","0.88","2026/01/16 20:09:51","2026/01/16 20:01:46","2026/01/16 20:02:11","2026/01/16 20:02:27","0"
"2026/01/16 20:00","ETH","Down","0.36","2026/01/16 20:03:46","0.64","2026/01/16 20:01:46","2026/01/16 20:03:43","2026/01/16 20:09:59","2026/01/16 20:04:49","0"
"2026/01/16 20:00","SOL","Up","0.49","2026/01/16 19:59:10","0.97","2026/01/16 20:06:52","","","","0"
"2026/01/16 20:00","SOL","Down","0.14","2026/01/16 20:04:07","0.58","2026/01/16 20:00:07","2026/01/16 20:01:36","2026/01/16 20:09:59","2026/01/16 20:01:46","0"
"2026/01/16 20:00","XRP","Up","0.44","2026/01/16 20:04:42","0.65","2026/01/16 20:00:37","2026/01/16 20:05:18","2026/01/16 20:09:59","2026/01/16 20:06:27","0"
"2026/01/16 20:00","XRP","Down","0.37","2026/01/16 20:00:37","0.75","2026/01/16 20:08:49","2026/01/16 20:00:32","2026/01/16 20:01:14","2026/01/16 20:01:41","0"
"2026/01/16 20:15","BTC","Up","0.43","2026/01/16 20:18:07","0.85","2026/01/16 20:24:26","","","","0"
"2026/01/16 20:15","BTC","Down","0.32","2026/01/16 20:19:03","0.59","2026/01/16 20:18:07","2026/01/16 20:19:03","2026/01/16 20:24:59","2026/01/16 20:21:22","0"
"2026/01/16 20:15","ETH","Up","0.38","2026/01/16 20:18:30","0.95","2026/01/16 20:24:46","2026/01/16 20:18:00","2026/01/16 20:18:54","2026/01/16 20:19:02","0"
"2026/01/16 20:15","ETH","Down","0.4","2026/01/16 20:19:02","0.63","2026/01/16 20:18:06","2026/01/16 20:19:02","2026/01/16 20:24:59","2026/01/16 20:19:24","0"
"2026/01/16 20:15","SOL","Up","0.29","2026/01/16 20:18:27","0.95","2026/01/16 20:24:43","2026/01/16 20:17:27","2026/01/16 20:23:10","2026/01/16 20:20:41","0"
"2026/01/16 20:15","SOL","Down","0.52","2026/01/16 20:08:12","0.75","2026/01/16 20:21:46","2026/01/16 20:23:22","2026/01/16 20:24:59","","0"
"2026/01/16 20:15","XRP","Up","0.5","2026/01/16 20:15:35","0.8","2026/01/16 20:24:50","","","","0"
"2026/01/16 20:15","XRP","Down","0.31","2026/01/16 20:19:02","0.51","2026/01/16 20:15:35","2026/01/16 20:17:11","2026/01/16 20:24:59","2026/01/16 20:17:23","0"
"2026/01/16 20:30","BTC","Up","0.12","2026/01/16 20:33:34","0.5","2026/01/16 20:19:52","2026/01/16 20:31:20","2026/01/16 20:39:59","","0"
"2026/01/16 20:30","BTC","Down","0.51","2026/01/16 20:21:51","0.96","2026/01/16 20:38:46","","","","0"
"2026/01/16 20:30","ETH","Up","0.15","2026/01/16 20:33:44","0.49","2026/01/16 20:20:45","2026/01/16 20:30:12","2026/01/16 20:39:59","2026/01/16 20:37:18","0"
"2026/01/16 20:30","ETH","Down","0.52","2026/01/16 20:20:45","0.86","2026/01/16 20:33:44","","","","0"
"2026/01/16 20:30","SOL","Up","0.23","2026/01/16 20:32:52","0.48","2026/01/16 20:24:49","2026/01/16 20:32:30","2026/01/16 20:39:59","","0"
"2026/01/16 20:30","SOL","Down","0.53","2026/01/16 20:24:49","0.9","2026/01/16 20:38:05","","","","0"
"2026/01/16 20:30","XRP","Up","0.18","2026/01/16 20:34:20","0.52","2026/01/16 20:29:47","2026/01/16 20:32:24","2026/01/16 20:39:59","","0"
"2026/01/16 20:30","XRP","Down","0.49","2026/01/16 20:29:47","0.97","2026/01/16 20:37:37","","","","0"
"2026/01/16 20:45","BTC","Up","0.14","2026/01/16 20:48:36","0.63","2026/01/16 20:46:18","2026/01/16 20:47:06","2026/01/16 20:54:59","2026/01/16 20:47:24","0"
"2026/01/16 20:45","BTC","Down","0.39","2026/01/16 20:46:13","0.97","2026/01/16 20:54:34","2026/01/16 20:46:13","2026/01/16 20:46:28","2026/01/16 20:46:44","0"
"2026/01/16 20:45","SOL","Up","0.32","2026/01/16 20:49:16","0.51","2026/01/16 20:44:59","2026/01/16 20:46:49","2026/01/16 20:54:59","2026/01/16 20:47:33","0"
"2026/01/16 20:45","SOL","Down","0.51","2026/01/16 20:33:23","0.96","2026/01/16 20:52:44","","","","0"
"2026/01/16 20:45","ETH","Up","0.1","2026/01/16 20:49:55","0.49","2026/01/16 20:40:54","2026/01/16 20:46:44","2026/01/16 20:54:59","","0"
"2026/01/16 20:45","ETH","Down","0.52","2026/01/16 20:40:54","0.99","2026/01/16 20:54:54","","","","0"
"2026/01/16 20:45","XRP","Up","0.36","2026/01/16 20:49:26","0.67","2026/01/16 20:46:12","2026/01/16 20:49:26","2026/01/16 20:54:59","2026/01/16 20:49:27","0"
"2026/01/16 20:45","XRP","Down","0.35","2026/01/16 20:46:11","0.85","2026/01/16 20:51:45","2026/01/16 20:46:11","2026/01/16 20:52:54","2026/01/16 20:46:13","0"
"2026/01/16 21:00","ETH","Up","0.26","2026/01/16 21:03:11","0.52","2026/01/16 20:51:49","2026/01/16 21:01:13","2026/01/16 21:09:59","2026/01/16 21:01:46","0"
"2026/01/16 21:00","ETH","Down","0.49","2026/01/16 20:51:49","0.92","2026/01/16 21:08:47","","","","0"
"2026/01/16 21:00","BTC","Up","0.3","2026/01/16 21:03:16","0.58","2026/01/16 21:00:28","2026/01/16 21:02:32","2026/01/16 21:09:28","2026/01/16 21:03:48","0"
"2026/01/16 21:00","BTC","Down","0.44","2026/01/16 21:00:29","0.81","2026/01/16 21:07:20","","","","0"
"2026/01/16 21:00","SOL","Up","0.21","2026/01/16 21:04:10","0.51","2026/01/16 20:59:48","2026/01/16 21:02:20","2026/01/16 21:09:59","","0"
"2026/01/16 21:00","SOL","Down","0.5","2026/01/16 20:59:48","0.97","2026/01/16 21:09:51","","","","0"
"2026/01/16 21:15","BTC","Up","0.33","2026/01/16 21:19:25","0.66","2026/01/16 21:23:00","2026/01/16 21:19:03","2026/01/16 21:22:06","2026/01/16 21:22:11","0"
"2026/01/16 21:15","BTC","Down","0.39","2026/01/16 21:17:04","0.79","2026/01/16 21:21:15","2026/01/16 21:17:04","2026/01/16 21:24:59","2026/01/16 21:17:25","0"
"2026/01/16 21:15","SOL","Up","0.3","2026/01/16 21:19:30","0.65","2026/01/16 21:16:23","2026/01/16 21:18:59","2026/01/16 21:24:59","","0"
"2026/01/16 21:15","SOL","Down","0.36","2026/01/16 21:16:23","0.91","2026/01/16 21:21:13","2026/01/16 21:16:23","2026/01/16 21:17:17","2026/01/16 21:17:24","0"
"2026/01/16 21:15","ETH","Up","0.25","2026/01/16 21:19:37","0.64","2026/01/16 21:15:43","2026/01/16 21:18:58","2026/01/16 21:24:59","","0"
"2026/01/16 21:15","ETH","Down","0.42","2026/01/16 21:16:18","0.94","2026/01/16 21:21:13","","","","0"
"2026/01/16 21:15","XRP","Up","0.41","2026/01/16 21:19:31","0.61","2026/01/16 21:16:21","2026/01/16 21:20:09","2026/01/16 21:24:59","","0"
"2026/01/16 21:15","XRP","Down","0.4","2026/01/16 21:17:04","0.85","2026/01/16 21:21:14","2026/01/16 21:17:04","2026/01/16 21:17:08","2026/01/16 21:17:13","0"
"2026/01/16 21:30","BTC","Up","0.15","2026/01/16 21:34:59","0.76","2026/01/16 21:31:17","2026/01/16 21:33:46","2026/01/16 21:39:59","","0"
"2026/01/16 21:30","BTC","Down","0.28","2026/01/16 21:31:16","0.97","2026/01/16 21:39:55","2026/01/16 21:31:08","2026/01/16 21:32:18","2026/01/16 21:32:50","0"
"2026/01/16 21:30","ETH","Up","0.11","2026/01/16 21:34:55","0.65","2026/01/16 21:31:07","2026/01/16 21:33:23","2026/01/16 21:39:59","","0"
"2026/01/16 21:30","ETH","Down","0.42","2026/01/16 21:31:47","0.97","2026/01/16 21:39:25","","","","0"
"2026/01/16 21:30","SOL","Up","0.13","2026/01/16 21:34:55","0.61","2026/01/16 21:31:12","2026/01/16 21:33:28","2026/01/16 21:39:59","","0"
"2026/01/16 21:30","SOL","Down","0.42","2026/01/16 21:31:25","0.97","2026/01/16 21:39:30","","","","0"
"2026/01/16 21:30","XRP","Up","0.06","2026/01/16 21:34:21","0.64","2026/01/16 21:31:08","2026/01/16 21:32:54","2026/01/16 21:39:59","","0"
"2026/01/16 21:30","XRP","Down","0.39","2026/01/16 21:31:08","0.99","2026/01/16 21:39:12","2026/01/16 21:31:08","2026/01/16 21:31:09","2026/01/16 21:31:31","0"
"2026/01/16 21:45","BTC","Up","0.49","2026/01/16 21:31:15","0.83","2026/01/16 21:52:46","","","","0"
"2026/01/16 21:45","BTC","Down","0.26","2026/01/16 21:49:44","0.53","2026/01/16 21:31:15","2026/01/16 21:45:40","2026/01/16 21:54:59","2026/01/16 21:48:34","0"
"2026/01/16 21:45","XRP","Up","0.52","2026/01/16 21:31:53","0.76","2026/01/16 21:52:29","2026/01/16 21:54:05","2026/01/16 21:54:31","2026/01/16 21:54:31","0"
"2026/01/16 21:45","XRP","Down","0.33","2026/01/16 21:49:51","0.62","2026/01/16 21:54:05","2026/01/16 21:45:46","2026/01/16 21:53:07","2026/01/16 21:48:18","0"
"2026/01/16 21:45","ETH","Up","0.52","2026/01/16 21:34:05","0.85","2026/01/16 21:52:24","","","","0"
"2026/01/16 21:45","ETH","Down","0.32","2026/01/16 21:46:46","0.49","2026/01/16 21:34:05","2026/01/16 21:45:40","2026/01/16 21:54:59","2026/01/16 21:48:27","0"
"2026/01/16 21:45","SOL","Up","0.53","2026/01/16 21:45:05","0.87","2026/01/16 21:52:45","","","","0"
"2026/01/16 21:45","SOL","Down","0.25","2026/01/16 21:49:57","0.49","2026/01/16 21:45:05","2026/01/16 21:45:40","2026/01/16 21:54:59","2026/01/16 21:47:18","0"
"2026/01/16 22:00","BTC","Up","0.48","2026/01/16 22:01:16","0.88","2026/01/16 22:02:38","","","","0"
"2026/01/16 22:00","BTC","Down","0.13","2026/01/16 22:02:38","0.57","2026/01/16 22:07:31","2026/01/16 22:00:47","2026/01/16 22:09:59","2026/01/16 22:01:08","0"
"2026/01/16 22:00","XRP","Up","0.52","2026/01/16 21:51:03","0.95","2026/01/16 22:05:55","","","","0"
"2026/01/16 22:00","XRP","Down","0.07","2026/01/16 22:03:01","0.5","2026/01/16 21:51:03","2026/01/16 22:00:30","2026/01/16 22:09:59","","0"
"2026/01/16 22:15","BTC","Up","0.23","2026/01/16 22:18:28","0.53","2026/01/16 22:15:00","2026/01/16 22:16:02","2026/01/16 22:24:59","2026/01/16 22:20:09","0"
"2026/01/16 22:15","BTC","Down","0.48","2026/01/16 22:15:00","0.87","2026/01/16 22:24:12","","","","0"
"2026/01/16 22:15","ETH","Up","0.4","2026/01/16 22:18:13","0.89","2026/01/16 22:24:57","2026/01/16 22:18:13","2026/01/16 22:19:14","2026/01/16 22:18:38","0"
"2026/01/16 22:15","ETH","Down","0.28","2026/01/16 22:19:59","0.62","2026/01/16 22:18:14","2026/01/16 22:19:41","2026/01/16 22:24:59","","0"
"2026/01/16 22:15","XRP","Up","0.28","2026/01/16 22:18:59","0.68","2026/01/16 22:23:48","2026/01/16 22:16:47","2026/01/16 22:21:49","2026/01/16 22:20:08","0"
"2026/01/16 22:15","XRP","Down","0.5","2026/01/16 22:15:52","0.74","2026/01/16 22:18:57","2026/01/16 22:22:46","2026/01/16 22:24:59","","0"
"2026/01/16 22:30","BTC","Up","0.15","2026/01/16 22:33:56","0.55","2026/01/16 22:30:42","2026/01/16 22:30:54","2026/01/16 22:39:59","2026/01/16 22:31:44","0"
"2026/01/16 22:30","BTC","Down","0.46","2026/01/16 22:30:43","0.93","2026/01/16 22:39:15","","","","0"
"2026/01/16 22:30","SOL","Up","0.25","2026/01/16 22:34:54","0.61","2026/01/16 22:30:39","2026/01/16 22:30:59","2026/01/16 22:39:59","2026/01/16 22:31:28","0"
"2026/01/16 22:30","SOL","Down","0.43","2026/01/16 22:30:50","0.79","2026/01/16 22:38:12","","","","0"
"2026/01/16 22:30","ETH","Up","0.13","2026/01/16 22:34:17","0.59","2026/01/16 22:30:41","2026/01/16 22:30:12","2026/01/16 22:39:59","2026/01/16 22:30:17","0"
"2026/01/16 22:30","ETH","Down","0.44","2026/01/16 22:30:42","0.96","2026/01/16 22:39:13","","","","0"
"2026/01/16 22:45","ETH","Up","0.5","2026/01/16 22:31:46","0.81","2026/01/16 22:49:05","","","","0"
"2026/01/16 22:45","ETH","Down","0.2","2026/01/16 22:49:05","0.51","2026/01/16 22:31:46","2026/01/16 22:46:13","2026/01/16 22:54:59","2026/01/16 22:52:00","0"
"2026/01/16 22:45","BTC","Up","0.5","2026/01/16 22:35:09","0.81","2026/01/16 22:49:00","","","","0"
"2026/01/16 22:45","BTC","Down","0.2","2026/01/16 22:49:00","0.51","2026/01/16 22:35:09","2026/01/16 22:46:14","2026/01/16 22:54:59","","0"
"2026/01/16 22:45","XRP","Up","0.5","2026/01/16 22:33:38","0.71","2026/01/16 22:47:38","","","","0"
"2026/01/16 22:45","XRP","Down","0.31","2026/01/16 22:48:24","0.53","2026/01/16 22:51:50","2026/01/16 22:46:27","2026/01/16 22:52:56","2026/01/16 22:50:39","0"
"2026/01/16 22:45","SOL","Up","0.51","2026/01/16 22:39:24","0.75","2026/01/16 22:47:55","","","","0"
"2026/01/16 22:45","SOL","Down","0.27","2026/01/16 22:46:15","0.53","2026/01/16 22:44:07","2026/01/16 22:46:15","2026/01/16 22:54:59","2026/01/16 22:50:32","0"
"2026/01/16 23:00","ETH","Up","0.31","2026/01/16 23:03:13","0.96","2026/01/16 23:08:57","2026/01/16 23:02:36","2026/01/16 23:03:27","2026/01/16 23:02:46","0"
"2026/01/16 23:00","ETH","Down","0.29","2026/01/16 23:04:55","0.7","2026/01/16 23:03:13","2026/01/16 23:01:10","2026/01/16 23:09:59","2026/01/16 23:01:46","0"
"2026/01/16 23:00","SOL","Up","0.29","2026/01/16 23:03:13","0.94","2026/01/16 23:08:48","2026/01/16 23:01:53","2026/01/16 23:03:32","2026/01/16 23:03:37","0"
"2026/01/16 23:00","SOL","Down","0.42","2026/01/16 23:04:53","0.72","2026/01/16 23:03:13","2026/01/16 23:06:18","2026/01/16 23:09:59","","0"
"2026/01/16 23:00","XRP","Up","0.32","2026/01/16 23:03:15","0.93","2026/01/16 23:08:59","2026/01/16 23:02:33","2026/01/16 23:03:51","2026/01/16 23:04:10","0"
"2026/01/16 23:00","XRP","Down","0.43","2026/01/16 23:01:15","0.71","2026/01/16 23:03:12","2026/01/16 23:06:20","2026/01/16 23:09:59","","0"
"2026/01/16 23:15","XRP","Up","0.08","2026/01/16 23:18:40","0.53","2026/01/16 23:15:54","2026/01/16 23:17:08","2026/01/16 23:24:59","","0"
"2026/01/16 23:15","XRP","Down","0.48","2026/01/16 23:15:57","0.99","2026/01/16 23:22:32","","","","0"
"2026/01/16 23:15","ETH","Up","0.12","2026/01/16 23:18:56","0.58","2026/01/16 23:15:49","2026/01/16 23:17:08","2026/01/16 23:24:59","","0"
"2026/01/16 23:15","ETH","Down","0.43","2026/01/16 23:15:50","0.99","2026/01/16 23:21:44","","","","0"
"2026/01/16 23:15","BTC","Up","0.09","2026/01/16 23:18:39","0.53","2026/01/16 23:02:39","2026/01/16 23:17:06","2026/01/16 23:24:59","","0"
"2026/01/16 23:15","BTC","Down","0.48","2026/01/16 23:02:39","0.99","2026/01/16 23:22:35","","","","0"
"2026/01/16 23:15","SOL","Up","0.07","2026/01/16 23:18:42","0.52","2026/01/16 23:08:28","2026/01/16 23:17:11","2026/01/16 23:24:59","","0"
"2026/01/16 23:15","SOL","Down","0.49","2026/01/16 23:08:28","0.99","2026/01/16 23:21:30","","","","0"
"2026/01/16 23:30","SOL","Up","0.08","2026/01/16 23:34:20","0.63","2026/01/16 23:31:49","2026/01/16 23:33:19","2026/01/16 23:39:59","","0"
"2026/01/16 23:30","SOL","Down","0.39","2026/01/16 23:31:49","0.94","2026/01/16 23:34:20","2026/01/16 23:31:49","2026/01/16 23:31:53","2026/01/16 23:32:52","0"
"2026/01/16 23:30","ETH","Up","0.09","2026/01/16 23:34:09","0.6","2026/01/16 23:31:48","2026/01/16 23:33:19","2026/01/16 23:39:59","","0"
"2026/01/16 23:30","ETH","Down","0.41","2026/01/16 23:31:49","0.92","2026/01/16 23:34:08","","","","0"
"2026/01/16 23:30","XRP","Up","0.12","2026/01/16 23:34:21","0.55","2026/01/16 23:30:53","2026/01/16 23:31:40","2026/01/16 23:39:59","","0"
"2026/01/16 23:30","XRP","Down","0.47","2026/01/16 23:30:53","0.91","2026/01/16 23:34:26","","","","0"
"2026/01/16 23:45","SOL","Up","0.19","2026/01/16 23:49:06","0.6","2026/01/16 23:46:20","2026/01/16 23:47:39","2026/01/16 23:54:59","2026/01/16 23:53:15","0"
"2026/01/16 23:45","SOL","Down","0.42","2026/01/16 23:46:27","0.87","2026/01/16 23:50:10","","","","0"
"2026/01/16 23:45","XRP","Up","0.1","2026/01/16 23:49:13","0.55","2026/01/16 23:44:59","2026/01/16 23:46:58","2026/01/16 23:54:59","","0"
"2026/01/16 23:45","XRP","Down","0.46","2026/01/16 23:46:20","0.91","2026/01/16 23:49:07","","","","0"
"2026/01/16 23:45","ETH","Up","0.22","2026/01/16 23:48:42","0.58","2026/01/16 23:45:00","2026/01/16 23:47:21","2026/01/16 23:54:59","","0"
"2026/01/16 23:45","ETH","Down","0.45","2026/01/16 23:44:58","0.89","2026/01/16 23:52:39","","","","0"
"2026/01/17 00:15","ETH","Up","0.25","2026/01/17 00:17:27","0.92","2026/01/17 00:24:39","2026/01/17 00:17:14","2026/01/17 00:19:47","2026/01/17 00:19:47","0"
"2026/01/17 00:15","ETH","Down","0.43","2026/01/17 00:15:57","0.76","2026/01/17 00:17:26","2026/01/17 00:20:15","2026/01/17 00:24:59","","0"
"2026/01/17 00:15","BTC","Up","0.28","2026/01/17 00:17:30","0.93","2026/01/17 00:24:21","2026/01/17 00:16:59","2026/01/17 00:18:28","2026/01/17 00:18:46","0"
"2026/01/17 00:15","BTC","Down","0.42","2026/01/17 00:15:20","0.74","2026/01/17 00:17:29","2026/01/17 00:20:16","2026/01/17 00:24:59","","0"
"2026/01/17 00:15","SOL","Up","0.35","2026/01/17 00:17:28","0.9","2026/01/17 00:24:45","2026/01/17 00:17:17","2026/01/17 00:18:01","2026/01/17 00:18:58","0"
"2026/01/17 00:15","SOL","Down","0.29","2026/01/17 00:19:54","0.66","2026/01/17 00:17:28","2026/01/17 00:19:33","2026/01/17 00:24:59","","0"
"2026/01/17 00:15","XRP","Up","0.31","2026/01/17 00:17:39","0.82","2026/01/17 00:24:32","2026/01/17 00:17:20","2026/01/17 00:18:46","2026/01/17 00:19:11","0"
"2026/01/17 00:15","XRP","Down","0.34","2026/01/17 00:19:53","0.73","2026/01/17 00:17:25","2026/01/17 00:19:51","2026/01/17 00:24:59","2026/01/17 00:22:06","0"
"2026/01/17 00:30","BTC","Up","0.2","2026/01/17 00:34:46","0.57","2026/01/17 00:39:54","2026/01/17 00:31:18","2026/01/17 00:39:14","2026/01/17 00:32:03","0"
"2026/01/17 00:30","BTC","Down","0.5","2026/01/17 00:17:17","0.81","2026/01/17 00:34:46","","","","0"
"2026/01/17 00:30","ETH","Up","0.25","2026/01/17 00:34:45","0.75","2026/01/17 00:39:51","2026/01/17 00:32:58","2026/01/17 00:36:46","2026/01/17 00:36:46","0"
"2026/01/17 00:30","ETH","Down","0.48","2026/01/17 00:19:05","0.76","2026/01/17 00:34:45","2026/01/17 00:36:49","2026/01/17 00:39:59","2026/01/17 00:38:07","0"
"2026/01/17 00:30","XRP","Up","0.17","2026/01/17 00:34:48","0.63","2026/01/17 00:39:51","2026/01/17 00:30:34","2026/01/17 00:36:49","2026/01/17 00:37:38","0"
"2026/01/17 00:30","XRP","Down","0.5","2026/01/17 00:26:37","0.85","2026/01/17 00:35:04","2026/01/17 00:39:55","2026/01/17 00:39:59","","0"
"2026/01/17 00:30","SOL","Up","0.28","2026/01/17 00:34:47","0.59","2026/01/17 00:38:28","2026/01/17 00:33:10","2026/01/17 00:36:46","2026/01/17 00:36:46","0"
"2026/01/17 00:30","SOL","Down","0.45","2026/01/17 00:32:38","0.75","2026/01/17 00:34:42","","","","0"
"2026/01/17 02:15","BTC","Up","0.76","2026/01/17 02:24:06","0.86","2026/01/17 02:24:57","","","","0"
"2026/01/17 02:15","BTC","Down","0.26","2026/01/17 02:24:06","0.27","2026/01/17 02:24:09","2026/01/17 02:24:06","2026/01/17 02:24:59","","0"
"2026/01/17 02:15","XRP","Up","0.93","2026/01/17 02:24:06","0.95","2026/01/17 02:24:37","","","","0"
"2026/01/17 02:15","XRP","Down","0.09","2026/01/17 02:24:06","0.09","2026/01/17 02:24:06","2026/01/17 02:24:06","2026/01/17 02:24:59","","0"
"2026/01/17 02:15","ETH","Up","0.61","2026/01/17 02:24:06","0.7","2026/01/17 02:24:52","","","","0"
"2026/01/17 02:15","ETH","Down","0.4","2026/01/17 02:24:06","0.41","2026/01/17 02:24:11","2026/01/17 02:24:06","2026/01/17 02:24:59","","0"
"2026/01/17 02:15","SOL","Up","0.67","2026/01/17 02:24:10","0.75","2026/01/17 02:24:38","","","","0"
"2026/01/17 02:15","SOL","Down","0.35","2026/01/17 02:24:10","0.35","2026/01/17 02:24:10","2026/01/17 02:24:10","2026/01/17 02:24:59","","0"
"2026/01/17 02:30","BTC","Up","0.32","2026/01/17 02:33:10","0.5","2026/01/17 02:35:20","2026/01/17 02:32:01","2026/01/17 02:39:59","2026/01/17 02:32:12","0"
"2026/01/17 02:30","BTC","Down","0.52","2026/01/17 02:24:07","0.85","2026/01/17 02:38:46","","","","0"
